ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0.5421409772070402,0.38248723129279744,0.04093687573463156,-0.8235469812593137,2.0998564348313002,0.9516780231631802,0.5633658606504586,-0.38990586293469837,-0.16911193680948267,0
-0.7496747117817029,0.9571811020165948,-1.0438586705738602,0.8777250545420251,1.849832904706071,-1.4865418469398504,-2.178030697573429,-1.630052484189529,-0.4797107813747907,1
0.9927965312747262,1.0036903012828045,0.8158586898670601,-0.610107270913502,-0.017243066200487062,-0.7997907222270054,0.08235085753682574,-0.375811531376946,0.5591901520878579,0
-0.2373968667363259,0.6882420989445417,-0.009925322990103071,0.028314957477746965,-0.017243066200487062,-0.6589528875494078,0.7734983253032921,0.494320038029927,-0.08277768824385379,0
-0.41022547030154444,0.1841015686269029,-0.5668428447577942,-0.5957749059741493,-0.21907689369932873,0.6907595899704632,0.6848591761413242,-1.3061718409171403,-0.5382478872556763,0
0.4827716717711797,-0.4326883527117926,-0.2611424698111722,1.1222247357951267,1.5337915081263027,0.7810754565038218,-1.6474202482390317,-0.5524213295877763,-0.5478563034922059,0
-0.21545167821488728,-1.3126166208081937,-0.7486133547024431,-0.6721079901840377,0.29626961552183995,2.1333998787516455,0.8622865825199802,-0.665656670251628,-1.222568466186491,1
-0.13773978225001904,0.44076162321890605,-0.8914268613027693,0.07894924503303724,-0.531011222339151,1.7913218732938774,0.5094102284153232,0.27021391906539255,0.1747796117502639,0
-0.026483537398569953,0.7085470625441934,1.057745056700014,-0.2263549564690392,-2.092368131646277,-0.181979969146103,0.5856282126594442,0.2855088951795238,-2.5531656933890905,0
-0.026483537398569953,-1.0797707203920175,0.8545659801760338,-0.06023568584188307,0.5291946847633433,-0.6250540402908785,1.666466017129876,1.3088183047005415,-0.6042002919648493,1
-0.026483537398569953,1.1745718454900422,0.6099266558464302,0.11377652957224552,-1.000247017003692,0.8024175676890579,0.5290116181785353,-0.5106248565336331,-0.9896664148522267,0
-0.5066194854202604,-0.4821120919965753,-0.5184459276216938,-0.4211144406970614,1.0738753112485528,-0.18061241564221134,-0.8165834462595387,0.012326425846874376,0.736189603659018,1
1.1475873412702131,-2.4761500033996935,0.18128648654198487,1.0451008814075575,-0.01870195309955226,-1.3344112983473513,0.6921253947415216,-0.8760334348814721,-1.379429964176477,1
-0.026483537398569953,0.5993333790434555,0.39358711193673773,-0.8644415160802467,-2.092368131646277,0.039977908230674396,-0.7387776061628064,0.30570152764589553,-1.0725525821900346,0
0.8771351113416023,0.0049869868075234705,-0.3329205488472605,0.15290155174477282,0.29327005325061806,-0.4616754567499222,-0.04014413372987554,0.4362589515702756,1.8960384004230837,0
-0.19919323688313198,0.053852980593248924,1.6209804596748372,-0.04532732235199285,-0.017243066200487062,0.5507455510240875,-1.0325311023042656,-0.5139095719134541,-0.5088168655071914,0
-0.38016900107236,2.4990520843480786,0.4133470412184178,-0.2412193074284143,1.0467691137054493,0.8838007079567243,0.6933694358887224,0.8325603934380821,-0.45698344262630747,1
1.080958656503263,-1.1300204362348425,0.20089579454142478,-1.8361817452289266,0.8394561523295524,0.7992686432738606,-1.598695420466225,0.06746060434884947,-1.496457680283437,0
-0.09525681954685804,-0.7202866352034251,-0.21478077757407305,-0.2750194400468343,-0.017243066200487062,-0.6411354093069519,1.71966456550018,0.012326425846874376,0.7684898869802401,1
0.4854092418495536,0.7267924437424252,1.0303886888285694,-0.21446659036495083,-0.017243066200487062,-0.2619148711958033,-0.4637308827521455,0.2544560273737506,1.4654008526252151,0
-0.026483537398569953,0.8255823000568767,0.22372258446580368,-1.3209727897062211,-0.017243066200487062,-0.5384359246372447,0.47830454798652156,-0.010406025899180315,0.3459561446766776,0
-0.9877009966094614,-0.29084646677533077,-1.1364128405680705,0.7556953731747148,0.5651566044588587,1.877956154937592,0.02256379915114328,0.012326425846874376,-0.8016684024654931,0
0.6132807060036554,-0.7195756205629715,-0.9896372807840501,-0.11263678228700309,0.7286989280948633,0.5616099786229678,0.6674173993579917,0.10131818062958321,-0.7629693782171649,0
0.4854327339938433,-0.3381451403199451,1.0044196715418305,0.595227542005464,-0.017243066200487062,-1.3867359260823957,0.8664916690424985,-0.42364028747234406,1.5987211284913985,1
-0.026483537398569953,0.2896884068267742,0.592194889074467,-2.0000514220346455,-1.11468152576214,1.1126369649578762,-1.5894548906150352,-1.188382988695547,0.1298508857369526,1
-0.026483537398569953,-1.5813996058195958,-1.0163728802207248,0.5082295093925332,-0.9324607253559377,-1.5783537225344808,-0.472627961933498,-1.0910517308181578,0.04928446120962518,0
-0.026483537398569953,-0.7796203520271748,2.007851870645565,-1.5618231804803249,0.6555512231428164,-0.5517509315233776,1.803184504405641,2.001135920479791,-1.4866973962020316,0
0.7173881048804532,0.5755368025999696,0.607085610275972,-0.4874818474057556,-2.092368131646277,0.7963861975132941,-0.5549593133722506,-0.06665407912646394,-0.8276538422672525,1
-0.851710556447269,-0.9763985356012524,0.1239662052482381,0.26880903592311495,0.728323405502268,-0.3027745888630849,1.2409607800930473,0.8842927713774009,0.4047209220604104,1
-1.5606944535861558,-0.15385686883998026,0.17089188259729018,-0.17113347794727998,-0.017243066200487062,-1.3619516719585432,1.2160756975519456,-1.4852184103375208,-0.4552417741959702,0
-0.026483537398569953,0.7682276309233033,0.527917049013611,-1.4068397644172685,-0.017243066200487062,-0.4613296177614158,2.06884689272232,0.24764491699750743,1.1706587905143517,0
-0.8319486675005566,0.13022461426080045,1.3209438039736041,0.19965367386270463,-0.017243066200487062,-0.32502844074426407,-0.14769216691884193,-0.1916844591648054,-0.10582605549653608,0
-1.67525387647029,-0.40743613624416597,-0.04524041461077914,-1.5483254667955448,-0.017243066200487062,-0.27542267904708656,1.3336217215348212,0.03104892481467895,0.7422346123229213,0
-0.026483537398569953,-0.17065836247631352,-0.1508118265363893,1.9779185986677954,-1.0790519522403998,0.5578105039260922,-1.5382251416176562,-0.4138298354517349,1.291447167742198,0
0.8492912135114047,-2.4167023855522483,-1.653904481796328,1.2970033786706014,-0.017243066200487062,1.9008589644060954,-0.3899895751849401,0.41150704736558774,0.16747293325693038,1
0.20942499768972006,-0.3342540547825993,-0.6621262592411683,-1.1689784330539452,-0.5258243335512085,-0.085305624401741,0.529457458337249,-0.11318801856790224,0.5692473729775979,0
1.270043937242987,-0.2004501319258444,-0.9810991869498129,0.01565745306624104,2.0998564348313002,-1.087715778067554,1.2956854987998625,0.012326425846874376,-1.1771243176973616,0
-1.2284126410099405,-1.3332233392629649,2.6624843391652857,0.5002247001159217,-0.017243066200487062,0.8411786059582967,0.25322247348090754,-0.5630422556517125,0.2674355296585711,0
0.6314555819021066,0.520861749708506,-0.60376143057951,-1.539262964051112,-1.297103563149093,0.6460030270653123,-0.028469872735366254,1.0089087192793202,-0.49102886220356884,0
-1.0646708168759964,2.1298403194178084,0.9198807504019207,-0.06947754040819257,-0.017243066200487062,1.2920223522985244,0.5312622435951623,-2.3623530944319957,0.1293803147676302,0
